ΚΩΔΙΚΟΣ_ΕΞΕΤΑΣΗΣ,ΤΥΠΟΣ,ΚΟΣΤΟΣ
EXM_13811,Ουρία,227.03
EXM_13812,Σάκχαρο Αίματος,90.35
EXM_13813,Σάκχαρο Αίματος,90.42
EXM_13814,Σάκχαρο Αίματος,110.19
EXM_13815,PCR COVID-19,61.29
EXM_13816,Χοληστερίνη,26.17
EXM_13817,PCR COVID-19,119.32
EXM_13818,Σάκχαρο Αίματος,208.24
EXM_13819,Ακτινογραφία Θώρακος,220.95
EXM_13820,Υπέρηχος Κοιλίας,40.22
EXM_13821,Γενική Αίματος,235.52
EXM_13822,Υπέρηχος Κοιλίας,83.25
EXM_13823,PCR COVID-19,124.62
EXM_13824,Κρεατινίνη,24.86
EXM_13825,Ηλεκτροκαρδιογράφημα (ΗΚΓ),31.82
EXM_13826,Σάκχαρο Αίματος,178.72
EXM_13827,Ακτινογραφία Θώρακος,24.2
EXM_13828,Χοληστερίνη,223.32
EXM_13829,Υπέρηχος Κοιλίας,76.98
EXM_13830,Κρεατινίνη,112.27
EXM_13831,Σάκχαρο Αίματος,99.03
EXM_13832,PCR COVID-19,202.22
EXM_13833,Υπέρηχος Κοιλίας,22.99
EXM_13834,Ουρία,121.28
EXM_13835,Υπέρηχος Κοιλίας,22.63
EXM_13836,Ουρία,65.11
EXM_13837,Ακτινογραφία Θώρακος,152.26
EXM_13838,Σάκχαρο Αίματος,173.98
EXM_13839,Κρεατινίνη,180.68
EXM_13840,Υπέρηχος Κοιλίας,15.54
EXM_13841,Μαγνητική Τομογραφία (MRI),190.9
EXM_13842,Ουρία,183.34
EXM_13843,Υπέρηχος Κοιλίας,18.86
EXM_13844,Μαγνητική Τομογραφία (MRI),167.24
EXM_13845,Ακτινογραφία Θώρακος,26.29
EXM_13846,Μαγνητική Τομογραφία (MRI),111.38
EXM_13847,PCR COVID-19,24.86
EXM_13848,Μαγνητική Τομογραφία (MRI),232.58
EXM_13849,Ακτινογραφία Θώρακος,18.49
EXM_13850,Κρεατινίνη,187.54
EXM_13851,Χοληστερίνη,23.07
EXM_13852,Υπέρηχος Κοιλίας,62.94
EXM_13853,Ηλεκτροκαρδιογράφημα (ΗΚΓ),104.08
EXM_13854,Γενική Αίματος,29.73
EXM_13855,Χοληστερίνη,53.24
EXM_13856,Γενική Αίματος,222.07
EXM_13857,Ακτινογραφία Θώρακος,29.44
EXM_13858,Ηλεκτροκαρδιογράφημα (ΗΚΓ),116.54
EXM_13859,Μαγνητική Τομογραφία (MRI),195.82
EXM_13860,Ηλεκτροκαρδιογράφημα (ΗΚΓ),140.94
EXM_13861,Υπέρηχος Κοιλίας,83.96
EXM_13862,Μαγνητική Τομογραφία (MRI),120.25
EXM_13863,Γενική Αίματος,180.28
EXM_13864,PCR COVID-19,241.22
EXM_13865,Μαγνητική Τομογραφία (MRI),21.62
EXM_13866,Υπέρηχος Κοιλίας,47.08
EXM_13867,Υπέρηχος Κοιλίας,178.53
EXM_13868,Χοληστερίνη,158.78
EXM_13869,Μαγνητική Τομογραφία (MRI),222.06
EXM_13870,Ουρία,47.62
EXM_13871,Μαγνητική Τομογραφία (MRI),28.74
EXM_13872,Ακτινογραφία Θώρακος,172.93
EXM_13873,Χοληστερίνη,175.06
EXM_13874,Κρεατινίνη,103.17
EXM_13875,Κρεατινίνη,237.53
EXM_13876,Μαγνητική Τομογραφία (MRI),160.98
EXM_13877,Σάκχαρο Αίματος,97.11
EXM_13878,PCR COVID-19,107.82
EXM_13879,Σάκχαρο Αίματος,249.17
EXM_13880,Σάκχαρο Αίματος,79.5
EXM_13881,Κρεατινίνη,180.38
EXM_13882,Ηλεκτροκαρδιογράφημα (ΗΚΓ),225.03
EXM_13883,Κρεατινίνη,149.18
EXM_13884,Υπέρηχος Κοιλίας,49.18
EXM_13885,Κρεατινίνη,180.34
EXM_13886,Υπέρηχος Κοιλίας,102.11
EXM_13887,Υπέρηχος Κοιλίας,151.82
EXM_13888,Ηλεκτροκαρδιογράφημα (ΗΚΓ),222.14
EXM_13889,Μαγνητική Τομογραφία (MRI),230.94
EXM_13890,Χοληστερίνη,249.55
EXM_13891,Ακτινογραφία Θώρακος,155.25
EXM_13892,Μαγνητική Τομογραφία (MRI),141.02
EXM_13893,Σάκχαρο Αίματος,240.69
EXM_13894,Ακτινογραφία Θώρακος,200.78
EXM_13895,Γενική Αίματος,122.73
EXM_13896,Γενική Αίματος,194.26
EXM_13897,Ηλεκτροκαρδιογράφημα (ΗΚΓ),117.27
EXM_13898,Χοληστερίνη,247.27
EXM_13899,Υπέρηχος Κοιλίας,161.64
EXM_13900,Μαγνητική Τομογραφία (MRI),132.82
EXM_13901,Μαγνητική Τομογραφία (MRI),60.38
EXM_13902,Υπέρηχος Κοιλίας,178.22
EXM_13903,Ηλεκτροκαρδιογράφημα (ΗΚΓ),99.4
EXM_13904,Μαγνητική Τομογραφία (MRI),195.81
EXM_13905,Γενική Αίματος,95.97
EXM_13906,Ηλεκτροκαρδιογράφημα (ΗΚΓ),242.89
EXM_13907,Κρεατινίνη,88.97
EXM_13908,Κρεατινίνη,135.85
EXM_13909,Ουρία,27.19
EXM_13910,Κρεατινίνη,195.72
EXM_13911,Ουρία,20.01
EXM_13912,Σάκχαρο Αίματος,78.4
EXM_13913,Ηλεκτροκαρδιογράφημα (ΗΚΓ),182.68
EXM_13914,Χοληστερίνη,138.84
EXM_13915,Μαγνητική Τομογραφία (MRI),91.84
EXM_13916,Ακτινογραφία Θώρακος,51.19
EXM_13917,Ηλεκτροκαρδιογράφημα (ΗΚΓ),222.17
EXM_13918,Υπέρηχος Κοιλίας,87.09
EXM_13919,Γενική Αίματος,235.28
EXM_13920,Γενική Αίματος,73.41
EXM_13921,Ηλεκτροκαρδιογράφημα (ΗΚΓ),78.03
EXM_13922,PCR COVID-19,111.74
EXM_13923,Κρεατινίνη,193.23
EXM_13924,PCR COVID-19,223.89
EXM_13925,Γενική Αίματος,68.2
EXM_13926,Γενική Αίματος,41.2
EXM_13927,Χοληστερίνη,134.0
EXM_13928,Μαγνητική Τομογραφία (MRI),109.38
EXM_13929,Κρεατινίνη,80.09
EXM_13930,Μαγνητική Τομογραφία (MRI),223.4
EXM_13931,Κρεατινίνη,84.1
EXM_13932,Μαγνητική Τομογραφία (MRI),120.88
EXM_13933,Σάκχαρο Αίματος,244.73
EXM_13934,Κρεατινίνη,128.38
EXM_13935,Κρεατινίνη,182.23
EXM_13936,Χοληστερίνη,150.23
EXM_13937,Υπέρηχος Κοιλίας,204.96
EXM_13938,PCR COVID-19,119.26
EXM_13939,PCR COVID-19,20.3
EXM_13940,Μαγνητική Τομογραφία (MRI),60.73
EXM_13941,Μαγνητική Τομογραφία (MRI),225.63
EXM_13942,PCR COVID-19,209.53
EXM_13943,Γενική Αίματος,248.43
EXM_13944,Ακτινογραφία Θώρακος,138.64
EXM_13945,Χοληστερίνη,226.26
EXM_13946,Σάκχαρο Αίματος,26.71
EXM_13947,Σάκχαρο Αίματος,224.64
EXM_13948,Ουρία,23.53
EXM_13949,Μαγνητική Τομογραφία (MRI),186.62
EXM_13950,Ουρία,72.77
EXM_13951,Κρεατινίνη,63.68
EXM_13952,PCR COVID-19,21.25
EXM_13953,Ηλεκτροκαρδιογράφημα (ΗΚΓ),122.87
EXM_13954,Ουρία,149.11
EXM_13955,Σάκχαρο Αίματος,238.97
EXM_13956,Γενική Αίματος,44.61
EXM_13957,Σάκχαρο Αίματος,125.68
EXM_13958,Ουρία,216.29
EXM_13959,PCR COVID-19,61.81
EXM_13960,Κρεατινίνη,220.42
EXM_13961,Σάκχαρο Αίματος,83.88
EXM_13962,Μαγνητική Τομογραφία (MRI),245.01
EXM_13963,Γενική Αίματος,42.37
EXM_13964,Χοληστερίνη,38.68
EXM_13965,Υπέρηχος Κοιλίας,94.22
EXM_13966,Χοληστερίνη,186.06
EXM_13967,Ακτινογραφία Θώρακος,205.41
EXM_13968,Ακτινογραφία Θώρακος,139.67
EXM_13969,Ουρία,42.98
EXM_13970,Ακτινογραφία Θώρακος,170.62
EXM_13971,Σάκχαρο Αίματος,97.01
EXM_13972,Χοληστερίνη,55.27
EXM_13973,Κρεατινίνη,211.19
EXM_13974,Ηλεκτροκαρδιογράφημα (ΗΚΓ),218.07
EXM_13975,Κρεατινίνη,66.76
EXM_13976,Ουρία,101.99
EXM_13977,Ακτινογραφία Θώρακος,96.95
EXM_13978,Κρεατινίνη,209.01
EXM_13979,Σάκχαρο Αίματος,142.5
EXM_13980,Ουρία,18.27
EXM_13981,PCR COVID-19,79.82
EXM_13982,Μαγνητική Τομογραφία (MRI),174.62
EXM_13983,Υπέρηχος Κοιλίας,38.08
EXM_13984,Κρεατινίνη,51.5
EXM_13985,Σάκχαρο Αίματος,91.85
EXM_13986,Μαγνητική Τομογραφία (MRI),60.78
EXM_13987,Γενική Αίματος,148.34
EXM_13988,Ακτινογραφία Θώρακος,29.98
EXM_13989,Ηλεκτροκαρδιογράφημα (ΗΚΓ),89.55
EXM_13990,Μαγνητική Τομογραφία (MRI),193.93
EXM_13991,Χοληστερίνη,156.5
EXM_13992,Χοληστερίνη,178.96
EXM_13993,Χοληστερίνη,38.83
EXM_13994,Ουρία,62.94
EXM_13995,Κρεατινίνη,139.45
EXM_13996,Ουρία,59.66
EXM_13997,Σάκχαρο Αίματος,42.19
EXM_13998,Ουρία,54.5
EXM_13999,Κρεατινίνη,63.45
EXM_14000,Χοληστερίνη,78.97
EXM_14001,Ουρία,94.58
EXM_14002,Γενική Αίματος,18.8
EXM_14003,Γενική Αίματος,190.86
EXM_14004,Ουρία,174.05
EXM_14005,Ουρία,93.13
EXM_14006,Κρεατινίνη,205.52
EXM_14007,Χοληστερίνη,87.44
EXM_14008,Κρεατινίνη,73.5
EXM_14009,Μαγνητική Τομογραφία (MRI),210.35
EXM_14010,Ακτινογραφία Θώρακος,149.05
EXM_14011,PCR COVID-19,168.75
EXM_14012,Ακτινογραφία Θώρακος,163.84
EXM_14013,PCR COVID-19,25.53
EXM_14014,Ηλεκτροκαρδιογράφημα (ΗΚΓ),89.34
EXM_14015,Υπέρηχος Κοιλίας,79.63
EXM_14016,Κρεατινίνη,112.47
EXM_14017,Ακτινογραφία Θώρακος,147.59
EXM_14018,Κρεατινίνη,73.32
EXM_14019,Μαγνητική Τομογραφία (MRI),134.42
EXM_14020,Σάκχαρο Αίματος,99.54
EXM_14021,Κρεατινίνη,139.98
EXM_14022,Χοληστερίνη,38.95
EXM_14023,PCR COVID-19,110.21
EXM_14024,Γενική Αίματος,141.82
EXM_14025,Ηλεκτροκαρδιογράφημα (ΗΚΓ),197.12
EXM_14026,Ηλεκτροκαρδιογράφημα (ΗΚΓ),154.45
EXM_14027,Υπέρηχος Κοιλίας,144.57
EXM_14028,Ακτινογραφία Θώρακος,51.04
EXM_14029,Σάκχαρο Αίματος,173.42
EXM_14030,Μαγνητική Τομογραφία (MRI),18.04
EXM_14031,Σάκχαρο Αίματος,184.86
EXM_14032,Χοληστερίνη,17.13
EXM_14033,PCR COVID-19,56.12
EXM_14034,PCR COVID-19,121.39
EXM_14035,Γενική Αίματος,95.01
EXM_14036,Χοληστερίνη,211.62
EXM_14037,Ουρία,236.48
EXM_14038,Ακτινογραφία Θώρακος,229.1
EXM_14039,Ακτινογραφία Θώρακος,200.22
EXM_14040,Γενική Αίματος,42.76
EXM_14041,Ακτινογραφία Θώρακος,173.77
EXM_14042,Υπέρηχος Κοιλίας,134.01
EXM_14043,Ηλεκτροκαρδιογράφημα (ΗΚΓ),127.77
EXM_14044,Μαγνητική Τομογραφία (MRI),141.06
EXM_14045,Ακτινογραφία Θώρακος,83.37
EXM_14046,PCR COVID-19,98.61
EXM_14047,PCR COVID-19,192.38
EXM_14048,Ακτινογραφία Θώρακος,142.03
EXM_14049,Σάκχαρο Αίματος,92.42
EXM_14050,Μαγνητική Τομογραφία (MRI),23.37
EXM_14051,Γενική Αίματος,90.62
EXM_14052,Ηλεκτροκαρδιογράφημα (ΗΚΓ),130.23
EXM_14053,Κρεατινίνη,19.79
EXM_14054,Ουρία,54.8
EXM_14055,Μαγνητική Τομογραφία (MRI),39.43
EXM_14056,Σάκχαρο Αίματος,193.85
EXM_14057,Ηλεκτροκαρδιογράφημα (ΗΚΓ),230.62
EXM_14058,PCR COVID-19,217.0
EXM_14059,PCR COVID-19,91.9
EXM_14060,Σάκχαρο Αίματος,102.95
EXM_14061,Ηλεκτροκαρδιογράφημα (ΗΚΓ),36.48
EXM_14062,Κρεατινίνη,184.09
EXM_14063,Υπέρηχος Κοιλίας,69.13
EXM_14064,PCR COVID-19,157.77
EXM_14065,PCR COVID-19,206.5
EXM_14066,Μαγνητική Τομογραφία (MRI),212.14
EXM_14067,Γενική Αίματος,83.37
EXM_14068,Χοληστερίνη,62.19
EXM_14069,Υπέρηχος Κοιλίας,22.93
EXM_14070,Γενική Αίματος,151.06
EXM_14071,PCR COVID-19,102.79
EXM_14072,Υπέρηχος Κοιλίας,109.37
EXM_14073,Ουρία,164.17
EXM_14074,Γενική Αίματος,105.67
EXM_14075,Κρεατινίνη,65.93
EXM_14076,Υπέρηχος Κοιλίας,220.54
EXM_14077,Χοληστερίνη,73.77
EXM_14078,Ηλεκτροκαρδιογράφημα (ΗΚΓ),191.23
EXM_14079,Ουρία,211.38
EXM_14080,Γενική Αίματος,55.39
EXM_14081,Ουρία,111.03
EXM_14082,Ουρία,179.96
EXM_14083,Μαγνητική Τομογραφία (MRI),186.29
EXM_14084,Ηλεκτροκαρδιογράφημα (ΗΚΓ),201.77
EXM_14085,Υπέρηχος Κοιλίας,158.1
EXM_14086,Χοληστερίνη,227.84
EXM_14087,Σάκχαρο Αίματος,32.68
EXM_14088,Χοληστερίνη,94.39
EXM_14089,Σάκχαρο Αίματος,199.66
EXM_14090,Ακτινογραφία Θώρακος,225.47
EXM_14091,Υπέρηχος Κοιλίας,145.79
EXM_14092,PCR COVID-19,124.08
EXM_14093,Γενική Αίματος,151.87
EXM_14094,Γενική Αίματος,139.72
EXM_14095,Γενική Αίματος,180.32
EXM_14096,Ηλεκτροκαρδιογράφημα (ΗΚΓ),44.17
EXM_14097,Ακτινογραφία Θώρακος,245.64
EXM_14098,Ακτινογραφία Θώρακος,165.94
EXM_14099,Χοληστερίνη,189.57
EXM_14100,Γενική Αίματος,116.37
EXM_14101,Γενική Αίματος,193.02
EXM_14102,Ηλεκτροκαρδιογράφημα (ΗΚΓ),43.07
EXM_14103,PCR COVID-19,103.98
EXM_14104,PCR COVID-19,103.39
EXM_14105,Ηλεκτροκαρδιογράφημα (ΗΚΓ),98.31
EXM_14106,Γενική Αίματος,190.61
EXM_14107,Υπέρηχος Κοιλίας,22.01
EXM_14108,Ηλεκτροκαρδιογράφημα (ΗΚΓ),79.45
EXM_14109,Σάκχαρο Αίματος,38.53
EXM_14110,PCR COVID-19,227.6
EXM_14111,Ακτινογραφία Θώρακος,176.85
EXM_14112,Ουρία,192.88
EXM_14113,Γενική Αίματος,85.7
EXM_14114,Χοληστερίνη,88.68
EXM_14115,Μαγνητική Τομογραφία (MRI),113.16
EXM_14116,Ηλεκτροκαρδιογράφημα (ΗΚΓ),94.37
EXM_14117,Κρεατινίνη,83.27
EXM_14118,Κρεατινίνη,43.23
EXM_14119,Σάκχαρο Αίματος,76.49
EXM_14120,PCR COVID-19,162.88
EXM_14121,Χοληστερίνη,108.68
EXM_14122,Σάκχαρο Αίματος,90.99
EXM_14123,Υπέρηχος Κοιλίας,86.6
EXM_14124,Μαγνητική Τομογραφία (MRI),175.98
EXM_14125,Ηλεκτροκαρδιογράφημα (ΗΚΓ),247.38
EXM_14126,Ουρία,128.41
EXM_14127,PCR COVID-19,16.82
EXM_14128,Γενική Αίματος,106.62
EXM_14129,PCR COVID-19,211.73
EXM_14130,Ακτινογραφία Θώρακος,91.06
EXM_14131,Κρεατινίνη,163.49
EXM_14132,Ηλεκτροκαρδιογράφημα (ΗΚΓ),84.46
EXM_14133,Σάκχαρο Αίματος,226.57
EXM_14134,Ηλεκτροκαρδιογράφημα (ΗΚΓ),244.01
EXM_14135,Σάκχαρο Αίματος,225.6
EXM_14136,Ακτινογραφία Θώρακος,91.57
EXM_14137,Χοληστερίνη,16.99
EXM_14138,Ηλεκτροκαρδιογράφημα (ΗΚΓ),93.1
EXM_14139,Γενική Αίματος,143.45
EXM_14140,Υπέρηχος Κοιλίας,168.78
EXM_14141,Ουρία,212.34
EXM_14142,Κρεατινίνη,94.48
EXM_14143,Ηλεκτροκαρδιογράφημα (ΗΚΓ),177.49
EXM_14144,PCR COVID-19,121.91
EXM_14145,Χοληστερίνη,41.19
EXM_14146,Κρεατινίνη,175.82
EXM_14147,Ηλεκτροκαρδιογράφημα (ΗΚΓ),147.33
EXM_14148,Γενική Αίματος,76.67
EXM_14149,Μαγνητική Τομογραφία (MRI),155.55
EXM_14150,Υπέρηχος Κοιλίας,155.17
EXM_14151,Μαγνητική Τομογραφία (MRI),176.68
EXM_14152,Ουρία,178.57
EXM_14153,Ακτινογραφία Θώρακος,151.05
EXM_14154,Ουρία,234.61
EXM_14155,Μαγνητική Τομογραφία (MRI),21.32
EXM_14156,Ακτινογραφία Θώρακος,211.58
EXM_14157,Ουρία,99.92
EXM_14158,Ηλεκτροκαρδιογράφημα (ΗΚΓ),181.9
EXM_14159,Ηλεκτροκαρδιογράφημα (ΗΚΓ),32.19
EXM_14160,Ακτινογραφία Θώρακος,95.33
EXM_14161,Μαγνητική Τομογραφία (MRI),112.39
EXM_14162,Κρεατινίνη,87.69
EXM_14163,Ηλεκτροκαρδιογράφημα (ΗΚΓ),160.76
EXM_14164,Χοληστερίνη,75.9
EXM_14165,Σάκχαρο Αίματος,204.24
EXM_14166,Υπέρηχος Κοιλίας,134.05
EXM_14167,Σάκχαρο Αίματος,124.2
EXM_14168,Μαγνητική Τομογραφία (MRI),96.54
EXM_14169,Κρεατινίνη,244.16
EXM_14170,Κρεατινίνη,38.77
EXM_14171,Σάκχαρο Αίματος,134.23
EXM_14172,Χοληστερίνη,120.89
EXM_14173,Ακτινογραφία Θώρακος,134.68
EXM_14174,Ηλεκτροκαρδιογράφημα (ΗΚΓ),24.34
EXM_14175,Μαγνητική Τομογραφία (MRI),94.52
EXM_14176,Σάκχαρο Αίματος,104.68
EXM_14177,Κρεατινίνη,100.95
EXM_14178,Ηλεκτροκαρδιογράφημα (ΗΚΓ),248.07
EXM_14179,Μαγνητική Τομογραφία (MRI),218.65
EXM_14180,Χοληστερίνη,120.2
EXM_14181,Σάκχαρο Αίματος,245.5
EXM_14182,Μαγνητική Τομογραφία (MRI),225.27
EXM_14183,Σάκχαρο Αίματος,232.71
EXM_14184,Μαγνητική Τομογραφία (MRI),18.1
EXM_14185,PCR COVID-19,74.91
EXM_14186,Ουρία,188.12
EXM_14187,Ακτινογραφία Θώρακος,209.03
EXM_14188,Υπέρηχος Κοιλίας,210.14
EXM_14189,Ακτινογραφία Θώρακος,57.09
EXM_14190,Ακτινογραφία Θώρακος,15.47
EXM_14191,Κρεατινίνη,169.42
EXM_14192,Ακτινογραφία Θώρακος,61.09
EXM_14193,Ηλεκτροκαρδιογράφημα (ΗΚΓ),220.33
EXM_14194,Ηλεκτροκαρδιογράφημα (ΗΚΓ),239.45
EXM_14195,Γενική Αίματος,93.92
EXM_14196,Υπέρηχος Κοιλίας,215.57
EXM_14197,Μαγνητική Τομογραφία (MRI),245.54
EXM_14198,Κρεατινίνη,152.95
EXM_14199,Ακτινογραφία Θώρακος,171.16
EXM_14200,Σάκχαρο Αίματος,108.5
EXM_14201,Χοληστερίνη,180.53
EXM_14202,Ουρία,96.51
EXM_14203,Ακτινογραφία Θώρακος,149.87
EXM_14204,Γενική Αίματος,35.31
EXM_14205,PCR COVID-19,66.52
EXM_14206,Χοληστερίνη,123.18
EXM_14207,Κρεατινίνη,77.64
EXM_14208,Υπέρηχος Κοιλίας,241.97
EXM_14209,Ηλεκτροκαρδιογράφημα (ΗΚΓ),113.39
EXM_14210,Γενική Αίματος,215.26
EXM_14211,Γενική Αίματος,67.36
EXM_14212,Σάκχαρο Αίματος,211.46
EXM_14213,Ουρία,146.03
EXM_14214,Κρεατινίνη,190.24
EXM_14215,Υπέρηχος Κοιλίας,40.33
EXM_14216,PCR COVID-19,148.62
EXM_14217,PCR COVID-19,127.74
EXM_14218,Γενική Αίματος,164.74
EXM_14219,Ακτινογραφία Θώρακος,151.83
EXM_14220,Κρεατινίνη,81.31
EXM_14221,Μαγνητική Τομογραφία (MRI),248.52
